30774 12821 3147;30774 3147
46327 473 91;91
1182 111 116;1182
2161 978 36765 2084;2161
42455 42439 42449 42444;42439 42449 42455
46950 46951;46950
5374 2058 2891 1056 6361 1057;2058
31435 6373 30931;30931 31435
44095 45215;44095
4422 51085 51082 51090 51077;51085 51082 51077 51090
45238 44808 44663 45234 45255 44619 37882 44584 43166;45238 44808 44584
4445 678;4445
6952 24479 11841 8783 5823 5446 347 2630 960 1765 3158 37162;6952 24479 3158
46893 8915 46939 46921 28324 28331;46893 28331
2740 847 1024;847
45992 510;45992
90 404 162;90 162
49099 49098 49105 49083 781 49107 49120 49082;49098 49107 49082 49105 49083 49099
46320 3120 46916 46911 46917;46911 46916 46917
41619 1402;41619
21357 414;21357
41571 3171;3171
43184 43219 43203 43188 43201 44586 1250 44580 1486 2543 44620 44618 44622 42845 2412 1940 5989 966 3227 3410;966 44580 44622
26267 23644 26266 36719 37883 37878 3399;26267 36719 37878
36422 36424 16 37906 37879 1178 13470 1288 775;37906 16
45 4595 37900 30971 638 41471 40672 23070 16 45761 44697 40664 44115 958;45
31972 32210 33043 32209 33037 31307 29 34814 2689 34812 34815 359 34821 34820;31972 32210 33037 33043 31307 34814
42470 48275 48276;42470 48275
3019 36428 36421 36424 4796 34816;3019 36421 36424
43187 43192 42529 1359;43187 42529 43192
48266 48257 47505;48266 48257
5324 46950;46950
9339 8940 2685 12686 30963 6994 7600 32340 3486 3487 23466;9339
52293 52289 52286 26756 3223 46297 52272 51122 51089 4821;52289 52286
44624 45778 41445;44624 41445
36 4382;36
30758 41 555 15752 36414 36417;30758 36414 36417
49121 44915 49085 49084 49086 49102 45088 49092 49120 49089 49114 49083 49105;49085 49092 49114 49102 49121 49105
33028 307 30971 34814 34818 3399 34819 1671 34812 1672 777 22761;34819 34814 34812
275 46295 46909 46910 301 3413 46897;46295
239 240;239
94 92;92
203 91;91
44133 44115 1198 42847 44582 1076;44133 44115
50307 46309 46325 50292;50307 50292
47061 47506 47473 47505 47471;47061 47506 47471 47505
45213 40670;45213
47472 47473 47060;47472 47473
48266 48280 49117 49107;48266 48280 49117
1636 3291 1635 2129;1635
47060 46898 44584 46937;47060
46957 7270 10344;46957
46950 46951 3410 43207 42439 39372;46950
47486 47508 47503 47057 47476 47490 47477 47478 47497 46307 46901 44127 47501 169 42512;47478 47476 46901 47497 47501 46307
422 7225;422
16344 12108;16344
5071 1678 5900 6082 1711 6467 11327 8387 4043;5071 4043 8387 11327 1711 5900 6082
9560 373;9560
16200 12088 11782 2381 2347;16200
37907 328 3056 16373;37907
6421 44075 44124 44121 44079 44617 42607 43718 44595;6421 44075 44121 44124 44617 44079 44595
1833 149 4066 1425 2446 5214 13878 627 4810 161 381 219 1125 73;2446 13878 4066
1078 33038 30971 33032 30970 181 29 457 30737 30790 376;30971 30970 33032 30737 33038 30790
42844 42849 43168 42843 42850;42844 42849
42444 5189 42455;42444
41476 1610 29 705 30761 2275 2795 12866;41476 30761 2795 12866
30866 226 2190;30866
44132 626;44132
4313 3925;4313
304 11378 8194 15288;11378 15288 8194
26564 753 1078 731 1635 12345 1307 28332 5565;753 1078 5565
37883 42452 3040 37901 1454 28325 37878 37881 5078 37897;37897 37883 37878 37881
2745 40660 40655 40669 40661 23068 28858;40661
44583 45231 45238 44645 44808 44646;44645 44646
23644 26267 26264 28339;26267 23644 28339
43202 1461;43202
8256 271 14469;271
55 45;55
42437 33369 4595 28435 1812 777;42437
43207 46944 2084 46313 6767 1938 45815 46295 4400 45223 26490 48377 39372 33214 47492 47547 47494 47496;46313 46295
639 48287;48287
141 19801;141
40657 40664 40656;40657 40664
36597 48271 12296 45795 47479 47535 34930;48271 12296
39379 1048 37902 39285 39246;39379 1048 39285
30791 32210 32208;30791 32210
730 48266 37910;730
3814 203 204 148 13162 1312 248 307 1135 777 1672 521 2540 2269 6210 3227 3410 2458 5978 5975 5974 13163;204 3814
5122 7094 5753 24357 26694;7094
23142 23120;23142
50367 44607 46977 37882 43188 51704 51771 51756 51775;44607
43179 6301 42462 13605 42476;43179 42462 42476
3064 23679 325 729 2107;23679 3064
44116 43166 37876 44096 1389 44611 4063 44580 44110;44611 43166 44110 44116 44580
42607 2926 28346 2358 46299 3719 46328 46331 45289 46298;28346
28648 13582;28648
42490 848 42466 6806;42490
44127 44131 181 44097 39255 43717 43718 44074 44124 44121 42848;44124 44097 44127 44121 44131
226 227 4971;226
49178 50293 4408 22203 18153 50304 502 47474 49081;4408 49178 50293 18153 47474
44153 47492 47491;47492
37871 147 7136;37871
8732 8733;8733
165 46329 44153;46329
43183 3232;43183
10 204 1183 205 18329 117;1183
781 48354 1048 493 1688;493 1688 781
39274 3742 28431;39274
51080 51089 3446 48260 51120;51120
2823 23802;2823
39278 44612;39278
28325 1454;28325
18192 2135;18192
45770 22679;22679
44119 44133 44077 44097 44131 37879;44119 44133 44131 44077 44097
43162 41477 3038 17221 36249 7454 44600 43181 1824;17221 3038
557 1670 2907 10333 9665 28816 3776 23202 28327 2588 244 5976 3336 26264 26265 26267 26266 4592 30738 327 5736 725 1827 44 36465 36448 36424;557 30738 725
31198 33052 33068 30931;33068 33052 30931
48274 48280;48274
732 23086 2397 1919 505 174;23086 1919
46925 46916 46917 46911 3120 5082 1252 46909 45237 46903;46916 46925 46911 46917 1252 3120
50310 882 50306 50307 50314 50315 50292 49308 50297 50300 50323 366 2022 1516 46341 2786 1827 45351 383 10829 5994 7553 723 23066;50310 50314 50307 50292 50315 50306 23066
45280 45375 31655 45770;45375 45280
1137 4615 1435;4615
28447 28418;28447
17 457 36 148 221 8689;8689 17 457 148 221
28460 28623 30735 30746 473;28460
332 41049 15249 2255 2259 12595;332 2259
5135 374;374
50297 50303 50323 1827;50297 50303
44592 44611 44135 44581 44641 43177 44606 44580 44598 44631 44629 44610 44583 45221 343 45219;44592 44606 44581 44641 44580 44631 44629 44598 44610 45219 44583
3080 46297 45994 46299 46298 3479 37898 44153 46329;46297 45994 46299 3479
44074 44076 44075 44084 44116;44074 44076 44116 44084
7404 12500 23268 23012;12500
46295 45994 44583 46328 46343;46295 44583 46343 46328
3807 6539 441 5440 443 2060 6948 11349 870 988;3807 6539
31523 903 2500 13623 1704 747 1818;31523
26267 23644 26265 2252 26264;26267 23644
48273 48261;48273
782 8947 7834 6722 2686 14058 4291 2551 2549 571 3562 1762 7664 23090;8947
313 28328 3450 45214 689 8815 5986;45214
8758 45 2479;45
46905 3082 5103 9605 3905 31639 46924 605;46905 46924
49124 460 135 46332 49094 47487 47060 47471 7758 8765 50323 183 49096 750 44097 7159 49083 50328 28858 39241 133 46902 45215;49124
28341 36424 36423;36424 36423
94 3032 30977 2329;94
30756 6812;30756
8672 16955 21767 14875 6306 3840 6307 37881 3754;16955
675 146;146
23164 31043 32210 30931;32210 31043 30931
45781 46354;46354
51086 51085 51082 51090 2205 3448 49155 49113 49114 50315;51085 51086 51090
20336 46945 46920 46958 45768 44593 30931 45765;46920 45768 45765
45768 639 45767;639 45767
93 94;94
46908 46893 20336 46939 46903 6700 7790;46903
42844 43162 43153 2511;43162 42844 43153
46977 37882 43188 46897 46902 46928 135 46893 204;46897 43188 204 46977 46902 46928
7306 4311;7306
2946 2005 5444 3079;2005 2946 3079
4714 4595 487 133 249 28435 611 29 181 705 30761 307 36424 326 383 36429 30747 36422 1611;4714 133 30761 611
49097 49099 49083 49096 50326 50328 487 50327;49097 49099 49096
1906 5340;1906
5500 42563;42563
1123 1403;1403
129 45225 917;45225 917
92 94 93;93
2135 13672 23156 5445 662 1214 1093 40732 267 6663 10590;2135
92 21578 23981;23981
9524 30752 9454;30752
48259 5529 3236 48282 51113;48282 3236
51080 51070 50343 51097 51707 45351;51070 50343
473 91;473
561 48287;48287
2329 13462;13462
28826 28825;28826
34813 34823 34822 34833 34830;34813 34830
42443 42470 446 1747;42443 446 1747
37871 37901 37881 36719 37900 30754 28858 883 37876;37901 37881 28858 30754
4066 7780;4066
49104 51098 218 46897 51102 49152 1485 1309 44135 40655 307 490 50327 39241 36417 44697 51097 45774 44581 42450 42449 44075 44124 44121 44122 48279 48265 48262 45757 46909 26265 177 5774 650 33031 991 9913 49099 3103 3193 2367 49097;46897 49152 40655 50327 490 42450 44124 51097 44581 48279 48265 48262 2367 45757
120 39366;120
15457 2654 575 439 2873;439
48287 8318 730;730
46917 46916 46900 47485 3229 462 28355 47479;46917 46916 462 47479
39263 39285 39249 39240 39256 10197 3354 33705 483 4772 989 2487 28825 5371 1310 17275 11919 5106 8642 837 24714 11871 33035 14245 28349 27265 4158 12736 40657 4149 3961 38407 22033 1616 28331 5372 5373 2404 9573 3773 5105 3793 940 33144 106 4301 38817 6398 1974 16425 33170 6531 1164 4566 4810 439 30790 1170 30781 5780 3172 3054 5774 7953 2628 7608 32949 6542 7533 12080;39263 39285 10197 483 2487 5371 24714 5106 33035 40657 14245 27265 4149 38407 28331 3773 5105 940 106 4566 1164 439 12080 3172
519 5445 1313 15844;5445
1811 42444;1811
3395 23083 4603;23083
1689 1078 675 868 146;868 146 1078
22203 51073 51112 50364 973 49089 2459 49178 3223;22203 51112 50364 49089
28363 46414 98 28359;28359
39413 39536 43150;43150
49215 49121 49163;49163
264 262;262
44757 42849 44581 43155 9661 37905 488 504 1488 28435 44127;42849 44127
675 753 639 561;561
21379 15752 332 1147 12595 363;12595 1147 332
1725 2593 7465;2593
46295 40672 44611 46939 707 488 42846 37876;46295 46939
44593 41447;41447
38392 332;332
49105 49095 49097 49083 49099 781 493 306 46300 49103 49092 49120 49089 49155 49101 49100 49178 50293 50304 18153 50308 50075 50313 49208 50321 15704 4072 15705 50370 4034 46954 4724 44591 50292 46901 5832;49155 15705 49092 50075
10978 9158 8080;9158
45756 45770 417 11517;11517
34820 34821 4676 34819 1671 34812 34830;34820 34821 34812 34819 34830
23078 174 180 1381 29 5774 59 3429 376 2710 489 488 2614 3120 502 1288 4777 13416 8249 4165;2710 376 3120
7306 15249;7306
34815 34817 6710 4566 6764 33041 249;4566 33041 34815 249
1782 51120 51095 51070;51095 51070
4593 4592 3098;4592
4598 160 41469 41477;160 41477 41469
3120 46916 46919 3121 46911 5082 44591 46912 46298 44078 46316 46338;3120 46916 46919 3121 5082 46912 46316
14268 4448;4448
46322 46901 958 4705 40698 77 47043 31365;46901 47043
41476 15737 4758 16279 4759 40759 39939 41467 591 11463;41467 4759 16279 40759 4758
34864 34872 34850 43168 37;34850 37
37 44114;37
32210 33029 879 30756;33029 879
2929 1359 755 1360 143 2931 4576 23070 11229 9376;11229 23070 9376
7664 8947 2686;8947
688 43227;43227
47060 47472 47061 47058;47060 47472
6160 11622 6159;6160 11622
51080 51099 43154;51080
42441 36719 1487 26265 694 2240 1251 42439 42449 42450 27 37876 42451 42843 42848 42846 30761;42441 36719 2240 42439 42449 42450
49130 25355 18153;18153
50291 32188 51109 51108 51094 50440 51105 51073 4927 2710 2708 961 42454 1265 1435 7147 9943 1957;50291 51108 51109
41550 4796 41451 42449 23491 21922;41550 41451 42449 23491
141 28468 9247;141 9247
39393 3555 4654 40657;39393 3555 40657
45238 44808 46334;44808
13353 50793 9048 6176 42635 50361 51072 51069 375 324 49178 20537 50305 49116;51069 375 49116
14084 5824 23066 533 532;5824
10306 23501;23501
272 37922;37922
47058 47506 47060 47059;47058
52281 52299 6883 22168 52265 52286;52299 52265
46927 7069 46903;46927
46300 958;46300
3042 13062 4414 51 39271;13062 51
43169 43181 43152 42845 43204;43152 42845
49135 49150 49143;49135
33048 510;33048
23091 17345;23091
47500 47492 44153 47438 47494 47547 31559 33214 42545 47495 43203 43183 34 41407 32340 3486 2126 6304;47494 42545 47500 47492 44153 31559
11074 43885 30043 23443 41036 37414 45781 45326;45781 45326
4356 6373 37923 8315 18200;4356 37923 8315
95 6461 4635;95 6461
47485 45795 44591 1288 457 46342 46325 3121 3229 5082 46918 45771 3537;45795 3121 45771 3229
28825 28826 11033 2847 34995 297 5283;28825 28826 2847
28355 5256 1918 47693 47735;47735
34818 3399 34814;34818 3399
45326 7609 2593 45280 45781;45781 45280
973 51098 51102 45215 51109 32188 133 611 42440 45786 1813;973 45786 32188
41491 42455 42477 42336 146 868 20741 5124 5125 5716;146 868 5124 20741
17657 20394;17657
4907 26327;26327
6155 7001 4092 39321;39321
162 1148;162
44132 46337;44132
46300 46297 45994 46295 42574 3505 24969;46300 45994 3505
869 4346 7660 45088 16917 12340 39304 44915 45295 45216 15883;869 4346 45295
30756 2687 30931 43154 5118 37966 2492;2687 37966 5118
50297 50303;50297
20631 13422 48266 43148 46347 49109 49120 8637 12313;20631 13422
44132 44112 45259;44132
590 1182;1182
12990 10412 6160 23156 1645 992;10412 1645
43201 1176 44106 44095 181 778 44611 1402 44582 42450 44581;43201 44106 44611 44582 42450 44581
42439 42464 42447 26267 42461 42476 1811 42462 850 1418;42439 42464 42462
561 1782;1782
3744 33705 8069 1668 3743 7252 867 888 8838 1139 45819 45809 45870 45813 4076;867
34851 28359;34851
42466 42558 42844 43155 42846 43201 43207 43187 43199 43192 43162;43192 42466 43199 42846 43162 43187 43201
26267 23644 26265 28325 249 183 1416 3336;26267 249
983 34899 4975 28350;983
808 4692 6726 125 36506;808 36506
46928 750 46910 46909;46928
43207 43199 43184;43199
26267 1250 26265 172 1251 4595 638 1818 2614 170 23069 28 136 3467 2213 28389;26267 23069 638 28 136 2213
45 2479 903 30836;45
374 39311 537 39312;374 39311
44629 37871 1454 37901 46915 44610;37901
2945 39333 43261 42507;42507 43261
44587 44603;44587
23288 23428 24629 23483 26674 23461 2144 1264 3890 2112 24916 25028;23483 23288
899 5445;5445
34814 34818 3399 34821 34815 34819 1671 2871;34821 34814 34818 34815 3399 34819
3163 752 1015 4430 536;3163 752 536 1015
1225 8540 2183 343 41455 41459 41456;1225 41456
39287 2398 45767 48275 716;45767
92 44271;44271
1517 32188 16676 50340;50340
674 753 1078 169;674 1078 753
210 30742 28418 30741 28353 30762;30741 28418 30742 30762
30744 30747 5962;5962
26481 13511 45259;26481
46910 45237 46897;46897 45237
39257 39244 39251 39288;39257 39244 39288
10957 19315 5140 8697 10956 5683 7190 4772 6157 31435;31435 4772 5140 19315 6157 5683
1502 22166 255;22166
11869 1026 18729 27033 43716 2381 45231 9387 3060 4676 1069 34820 20033;1069 1026 34820 4676 43716
44287 5760 2656;44287
39405 3414 8985;3414 8985
32210 31043;32210
28412 28413 28329 51;28413
48255 48260 48274 3726 3728 48257 39302 48272 44593 51123 51120 51070 51129 50315 49308;48255 48260
17985 8910 15504 11919 15536;17985
94 260 93 730 2286 92 3609 3611;260
40660 4595 39393 40661 40670 2629 41469;39393 40660 2629 40670
41455 41459 41456 41472 2425 41451;41451 41472 41459
26267 28325 28339 28365 28382 23430 26264 23644 28322 28349 28327 28350;28325 26267 28339 28365 28382 23430 28349 23644
781 151 4473;151
205 204 23164 28325 945 1093 7137 5507 803 26264 4920;205 23164 26264
37871 37901 28325 2224 1611 37876 1170 20939;37901 20939
23087 23089 1148 1147;1147 23087
489 501 1288 178;489 1288
45244 44581 15377;45244 15377
49178 22203 50293 3223 44663;22203
28470 3291 1036;28470
20729 24746 11705 6541 9321 13272 13929;13929
42449 42439 42464 752 12892 28337 4862 42455 36426;42449 42464 42455
148 149 16 217;16 149 148
47485 47487 47503 47486 47508 47488 46332;47485 47503 47488 47508
1629 321;1629
47518 17637;47518
17713 5284;5284
521 2270 7488 508;521 7488
8250 11059 6578 11060;8250
40668 2269;40668
204 205;205
50297 50307 8762 50303 1827 50323 45351 50301;50303 50297
6524 92 2705 680 4034 2706 93;93
9560 10937 29844 10578 473;9560
17551 18455 397;397
44126 23115 32118 44117;44126 44117
51080 51100 51074 51099;51080 51074 51099
37882 37881 6486 5456 28826 1107 5613 305 39300;28826 37881 5456 5613 305 37882 39300
44084 44582 40665 44611 44580 44619 2367 8176 44643;44582 44619 44643 44580
41459 45295 49114 49089 49101 5510 47475 49178 50293 49130 25355 50304 50292 46307;45295 49114 49178 49089 50293 46307
47539 47524 25063 12129;47539 47524
422 906;906
804 45761 681 45758 46295 24823 46329 46303 5656 37898 44153 3773 43149;45761 681 46329 24823 46295 44153
42439 44614 42444 44623 44598 44586 44580;44614 42444 44586 44598 44580
5445 23602 4366 1587 870;1587
45 1347 47 51;1347 45
47506 47505;47506
45768 45760;45768
260 1782;1782
17972 15434;15434
45756 45257 45759 45768 45773 45410 45790 23500 45778 45802;45756 45768 45778 45759 45773 45790 45802
44612 42449 44582 44581 44643 40669;44612 42449 40669 44582 44581
3286 18;18
16091 12867;16091
40671 884;40671
9913 992;9913
45770 20764 45765;45770 45765
39314 39278 1824 1833 15542 10107 13220 4685 13218 37;39314 39278 1833 1824
50304 18153 25355 22203 4408 50293 49178 49110 49130 50305 49092;22203 4408 50293 49092 18153 49178 49110
15804 6268;15804
41476 41459 41448 1734 41467 33034 41480 41493;41476 41448 41459 1734 41493
47505 47485 47487 47472 47473 47530 46902 44095 48263 48262 48265;47505 47530 48265 47485 47473 48263
2798 42558 9124 43235 43229 43230 42849 42844 42846 43181 43154 43162 43192 43175;43235 43229 43230 43162 42846 43192
32210 30931;32210
9068 48310 9069 50306 45351 18192 45252;45252 18192
51095 51070 51111;51095 51111
1347 47;47
50300 50297 50303 50318 1827 45351 5874 10341 10342 51121 51132 3726;50300 50297 1827 50303 51132
5723 1318 5312 1123 4912;1318
256 258;258
1463 4636;4636
51739 51729 51700 51235 51728 51701 51208 51111 493 51725 14887 46901 45289 49082 46328;51729 51700 51728 51235 51701 51208 51725 49082
4013 29883 36765 4407;4013
30931 33029;30931
34812 1671 4676 36428 36429 26267 26264 1384 36416 33032 36433 36439 36417 23101 34820 11522 682 1721 7517;4676 36417 34812 34820 36416 23101
3427 3320;3427
17053 23103;23103
6157 2537 36434 1137 1671 34819;6157 2537 1671
5652 36765 167 533;5652
23265 23148;23265
49130 958 18153 52293 52317 52281 26756 52282 52300 52274 52316;18153 52293 26756 52282 52300 52316
30745 30742 30746;30745 30742
11825 28360 28366 28373;28360 28373
1287 3374 5692 2024;3374
32210 3286 5066 33034;32210 33034
41447 5891 40673 3429 5161;40673 41447
868 1078 1689;868 1078
46910 750 42846 870;870
1347 47 23086 23156 332 1147;23086 1147 332 1347
44643 40660 44581 40658 42439 40665 44161 40669 44599;40660 44643 40669 40658 44161
33048 3417;33048
33059 33034 30931 33033 31043 30971 28418 611 31972;611 33059 31043 33033 33034 31972
1513 40668 36765 2161 978 2944 39249 36460;1513 978 2161
33705 1053;33705
44141 43209 4733 11089;43209 11089
4043 3979 42868 41876 41802 41803;42868 41876
41471 41457 41460 32209 41472 36423 1137 30790 377 41461 39255 3476 31972;41471 41457 41461 41460
23169 5792 3874 6188 23090;6188 23090
39240 39256 39288 33705 489 39274 39297;39240 39288
50305 49128 50304 20537 49105;50305 49128 50304
47475 47497 47057 47490 47474 47477 47476 47501 47500 47503 46901;47475 47500 47497 47490 47476
37898 4400;37898
45252 45241 45218 45215 45253 45298 41491 5263;45253 45252 41491 45241 5263
4289 2839 2850 23748 9595;9595
22364 22365 39286 51070 39276 43153 45776 48274 33043 19253 37137 10468;43153 19253 22365
533 532 41454 47058;47058
307 2689 34815 23087 140 30866 15756;15756
50315 50306 50314 2022 46341 50292 28333 37889 51105 51079;50315 50306 2022 50314 50292 51105
46913 2252 46916;46913 2252
33029 28487 32210 31972 93 33034;32210 93 31972 33034
30760 249;30760
47059 47058;47059
1252 46958 2223 46920 46899 42441 44161 31043 45759 42850 42473 173 175 170 5552 3465 28333 707 612 42843 44582 504 42440 25733 2251 40672 45784 16 46315 23070 883 44581;31043 46958 45759
1771 9003 1407;1771
35652 47738 6700 9308 45791 23780 379;9308
46895 5804 15784 3121 502 3120 5082 3229 2612 44591 44595;46895 3121 15784 5082 3229
1077 41444 41445;41444 41445
44639 44605 44630 44595 45225 5222 1030 45252 45254 4149;44605 44630 4149
47507 47494 47492 47490 47477 47497 47123 117 46912 46929 46908 46899 46913 46937 3229;47494 47492 47507 47477 47490 46929 46908 46937
51700 51235 51701 51711 51710 51729 44198;51700 51235 51701 51711 51710
28322 28368 27265 1121 28336;28322 28368 28336
253 324 976 484 11043 5330;253 324 976 484 11043
1671 34819;34819
405 23082;405
40686 1461 4957 1193 43202;43202
49106 306 49135 49146 1511 49081 45224 41459 41476 49112 49082 46321 46322 49155 49123 49100 49113 49101 49104 49097 46897 1709 48285;49135 49146 41459 49155 49113 1511 41476 1709 46321 48285
42444 42450 42455 42439 42454 42451 42437 42466 42336;42455 42444 42450 42451 42466 42437 42336
531 532 3356 1390 1619 12160;3356
47060 47471 4592 44578 28499 44153 47547;47060 47471 47547
90 368 367 978;368 367
28324 47;28324
3671 5735 2413 2714 3439 4412 3910;2714 4412 3910
49128 50305 49178 22203 20537 19898 50293 49092 49100 49155 49089 49114;50305 50293 49128 49100 49178 49155
46920 46937 48258 46958 1250 2543 1486 3413 45994 45757 45774 12329 44580 44581 22231 30832 47548 31559 47585 37722 46898 46952;46920 44581 30832 31559
51102 50291 51086 51083 44591 47497;51102 50291 51086
1512 8638 1789;1512
42476 1811 28333 6470 42440;28333 1811
384 152 301 803;384
4083 473;4083
44095 46902 46910 804 47483;46902
10277 5082 46901 15784 12236 3607 3216 14789 10030 28283;10277 14789
23261 28355 30736;23261
50306 50307 50314 50315 49308 46341 49178 42443 50340 1818 49097 49099 49106;50306 49308 50307
49126 49098 49097 49105 49099 1709 46908 46898;49097 46898 49105 49126 1709 49098 49099
10184 5964;5964
2024 899 946 23083 23100 1571 6789;23083 946
28329 51;51
40655 40672 2510;40655
51098 51102 51097;51102
46916 46918 46911 46917 44595 3120 44591 5082;46916 46917 46911
44599 44621 44595 44591 129;44591 129
28394 28325 28332 28382 192 26267 26266 26264 23120 23078 26727 5184 28350 97;192 26267 26266 26264 28325 26727
46311 46313 46935 42441 28345;46311 42441
2700 51074;2700
15784 47057 47475 47474 44615 8366;15784 47057 8366 47475
28364 2440 14170 12052 17341 16802 6196 19342 13965 28366 16109 16531 6584 13468 22746;28366 12052 19342
46915 47495 941 43207 42458 3244;46915
42450 42439 29259 44618 44622 44608;42450 42439 44618 44622 29259
3134 28463;28463
3313 6280 731 44619 6421 6734 8784 11974 10851 8241 8788 8242 44964 45273 45258;3313 731 44619
46915 43511 4083 2656 44287 262 44102 5760 212 343 3386 374 4407 23103 30750 141 18192 2135 1939 1938 4549 2002 1495 46023 2520 6487 5091 2337 4888 5092 13462 4550 857 4749 7731 9564 9098 11367 2598 678 677 5904 2772 3131 3504 1224 82 2280 11669 5177 9278 8882 9279 44175 8299 9280 11432 6618 6233 6461 1510 11670 9942 11671 11672 11673 4634 83 1793 6561 1794 4644 11674 4543 2168 9403 46904 44134 46934 44132 44118 381 36437 46311;46915 43511 4407 23103 30750 18192 1938 857 7731 9564 46904 46934 46311
5797 2598 9641 2601 1698;5797 9641 2601
34815 2746 34814 36429 36422 30747 29 181;34815 181
44097 44127;44097
32210 33034 30931 33030 33043 33029;30931 32210
47521 639 49141 30756 6700;47521 639 49141
28378 2746 30735 30736 30759 501 4939 28350;28350 30735 28378
675 23100 34815 42483;675
36953 3773 181;36953 3773
28378 32210 30931 32209 31972 5371 22747 6254 1430 1432 28450 28321;31972 28450 28321
46902 44095 44283;44283
45994 46295 47438 510;46295 47438
41 7768 23087 23088 23089;23087 23089
6156 43662;43662
90 2088 163;2088 90
3839 2092 43239;2092
28468 281 3008;28468
51088 973 50364 51098 51074;51074 51088
561 26266 28460 30752 2665;561 26266
4469 4470;4469
2752 1790;2752
41454 37910;37910
111 20336 3361;111
28460 28347 5445 1215 1313 662;28460
47 2287 9 98;47
39287 39240 716 39256 33029 32210 39286 39297 30931 296 28638 2643 2644 37984 2328;39287 37984
24878 23226;23226
8107 5221 3082 38150 630 37960;630 8107
49121 49096 49105;49105 49121
23110 23191;23110
1182 111 45 23092 2287 903 91;1182 91
43184 43181 43221 992 3268;43181 43221 992
30866 39299;39299
49082 49112 49093 49100 49123 49101 50315 50292 383 50318 18153 49208 50075 50313 25355 49130;49082 49112 49100 49123 18153 49208 50313 50292
23644 18771 44589 34815;23644 18771 34815
147 146;146
26264 1223 23078 23644 25122 28556 28468 459 217 166 1068 132 176 170 171 744 3615 4595 3467 130 157 1367 755 23780 28356 28358 28357 487 2207;23078 166 1068 25122
30737 36423;30737
48266 32210 48256 48257 48274 43153;48266 48256 48257 48274
49099 49097 49083 49098;49099 49083
47500 47498 5399 34930;47500
147 181 8315 146;147
10 204 473 15 9674 3799 3800;3799
23104 23265 10366 1478;23104
46300 46243 46309;46300 46309
5974 2191 220;2191
204 205;204
45994 47438;47438
50304 51148 51147 51134 49620 49481 50430 25355 49130 50301 50305 51369 50608 49416 49420;50301 25355 51148 51134 49620 50430 49420 49416 50608 51369
49128 20537 19898 4408 22203 50319;4408 50319 22203
253 976;253
33086 33146;33086
45762 45779 42439 45777 45787 45769 45795 2225 681;45762 45779 45777 45787 45795 681
379 39245 39247 20666 39393;39247 20666 39393
639 1782;1782
23228 16109 804 4326 4325 3947;23228
3723 23118;23118
6421 4634 4646 7306;4634
28353 30762 30766 317 28487 13147;30762
786 37930;786
182 37889 33369 44582 707 886 3336 131 3615 26267 44580 42447 44618 30776 961 42454 1137 42437 42336 42574 30755 5734 2711 3439 2710 42466 44119 6059 4615 5408 1265 9572 5345 731;44580 44618 42437 1137 731 42466 44119 6059
19834 24481;24481
42457 43219 43187 43201 42460 43165 43182;43219 43187 43165 43201 42457 43182
47505 47530 307 40655 44581 46917 1288 5082;47505 47530 44581 40655 46917 5082
44076 44121 44124 731 26266 42447 31933 23644 26265 36719 43186 5189 42473 2689 1671 3465 41535 23068 1417 3467 174 42850 170 40660 175 42451 171 1709 459 2614 2204 36417 178 44611 2806 16 11812 1251;44121 44124 42473 731 1251 36417 40660
49141 953 50325 161 3234 48381 9754 6189;953 3234 50325
561 639 6360;639
46315 45769 28360;28360
473 10 91;91
1877 30970 40655 33369 37888 37900 23068;33369 1877
8451 17377 7274;8451
33030 33029 31043;33030 33029
9754 48381;48381
5891 28381 1001 3570 5105 3025 6952 2425 32210 220 869 3585 2661;1001 3025 2425 6952 32210
44582 4232 945 31933;44582 31933
9744 50303 15118 50336 50340 707 46928;9744 50303 15118 707 46928
48276 51080 44589 45768 32210 43162 48266 48255 43156 39256 41446;48276
868 6640;868
16955 23862 9069 7490;9069 23862
51070 51139 51114 973 49305 45213 7753;51070 51114 51139
46354 44271 3190 5906 2329;46354 5906
3230 5082 3229 3120 46953 46930 46895 46896;3229 3230 46953 46895
877 45802;45802
30738 30737 30747 383 4592 4593 44;30738 30737 30747
46299 46298 43043 46297 46319 46295 46338;46299 46298 43043 46297
13403 40657 41446 4572 17810 14052 10932 2977 25795 12208 7197 41494 12680 24453 28855 9591 22277 9590 2435 3905 2349 3803 41442 5766 6672 10168 16097 8973 17960 5610 37933 37875 8636 19236 7587 3070 12178 7143 8473 32210 30931;4572 32210 30931
1222 2488;1222
26266 26267 14526;26266
2055 23070 30747;30747
290 5730 138 2978 23780 607;138 23780 2978 607
6618 3166;3166
44580 116 205 46958 1252 2223 46920 46913 37882 46909 46952 46910 650 46899;46958 1252 46920 46899
51069 324 433 976;51069 324 976
47505 47058 47472 46928;47058 47472
903 45;903
33048 37881 30195;33048
12667 5385;12667
49095 49096 49097 49098 49135;49096 49097 49098 49135
43192 43203;43192
419 1264 715 218 915 76 51 535 3226;535 1264 915
39257 44580 28325 45221 504 28435 42336 6292 44581 44586 7789 38407 11103 14060;44580 11103 7789
19752 4639 8144 2425 41480 34812 5464 2995 4105 23577 888;19752
36 11072 41592;36
680 114 34849 639 561;639
5989 3227 966 2269 3410 2103 43219 43203 2394 3233;2269 43219 43203
50333 49087 50354;50333 50354
