i,j,k,total_count,odd_i_count,odd_j_count,odd_k_count,odd_i_pct,odd_j_pct,odd_k_pct,shannon_entropy,agreement_score
776,826,1259,14,2,9,3,14.285714285714285,64.28571428571429,21.428571428571427,0.8921178708188162,0.18795931920589992
780,947,1364,13,1,3,9,7.6923076923076925,23.076923076923077,69.23076923076923,0.7902679680745903,0.2806670959118227
780,1243,1278,17,11,5,1,64.70588235294117,29.411764705882355,5.88235294117647,0.8082699580001821,0.26428097852420795
783,837,1570,18,0,2,16,0.0,11.11111111111111,88.88888888888889,0.34883209584303193,0.6824793428572198
783,920,1412,16,6,10,0,37.5,62.5,0.0,0.6615632381579821,0.39781918973433217
783,1449,1495,13,0,2,11,0.0,15.384615384615385,84.61538461538461,0.4293230219306162,0.6092133445447792
783,1675,1726,15,4,9,2,26.666666666666668,60.0,13.333333333333334,0.9276173343271816,0.15564631499637782
784,991,1506,13,10,3,0,76.92307692307693,23.076923076923077,0.0,0.5402041423888608,0.5082849992113494
785,1613,1823,17,15,2,0,88.23529411764706,11.76470588235294,0.0,0.362210557135449,0.6703017425969531
786,871,1695,14,2,5,7,14.285714285714285,35.714285714285715,50.0,0.9922819748525739,0.09678602261444236
787,1025,1622,15,2,8,5,13.333333333333334,53.333333333333336,33.33333333333333,0.9701157839869381,0.11696255904524144
790,1502,1558,17,10,7,0,58.82352941176471,41.17647058823529,0.0,0.6774944044487072,0.383318017250599
790,1550,1743,18,10,4,4,55.55555555555556,22.22222222222222,22.22222222222222,0.9950269901795212,0.09428740198616292
792,1196,1715,16,3,7,6,18.75,43.75,37.5,1.0433534269422904,0.05029878356158923
793,1378,1474,14,2,1,11,14.285714285714285,7.142857142857142,78.57142857142857,0.6559757323365467,0.40290515671200844
796,1497,1742,18,1,15,2,5.555555555555555,83.33333333333334,11.11111111111111,0.5566469035821068,0.49331815297919945
797,885,1131,15,4,1,10,26.666666666666668,6.666666666666667,66.66666666666666,0.8033149761408755,0.2687911973797732
798,1080,1385,16,1,0,15,6.25,0.0,93.75,0.2337916587064593,0.787193661387227
799,846,1474,17,5,0,12,29.411764705882355,0.0,70.58823529411765,0.605797499372304,0.44857935267888205
801,1120,1450,15,3,6,6,20.0,40.0,40.0,1.0549201679861442,0.03977028213923883
804,927,1349,10,2,2,6,20.0,20.0,60.0,0.9502705392332347,0.1350264792820728
804,1202,1722,18,3,12,3,16.666666666666664,66.66666666666666,16.666666666666664,0.8675632284814612,0.21030991785715258
804,1335,1491,15,9,2,4,60.0,13.333333333333334,26.666666666666668,0.9276173343271816,0.15564631499637782
805,1096,1276,17,5,0,12,29.411764705882355,0.0,70.58823529411765,0.605797499372304,0.44857935267888205
810,1138,1232,14,8,3,3,57.14285714285714,21.428571428571427,21.428571428571427,0.9799711820833055,0.1079917891039045
813,1008,1142,15,12,1,2,80.0,6.666666666666667,13.333333333333334,0.6277052571971504,0.42863805213926576
815,1248,1618,14,0,2,12,0.0,14.285714285714285,85.71428571428571,0.410116318288409,0.6266960396141128
819,1001,1590,19,5,8,6,26.31578947368421,42.10526315789473,31.57894736842105,1.0795295733255186,0.01736983605538034
822,1071,1702,16,0,13,3,0.0,81.25,18.75,0.48257756517701206,0.5607389702858143
827,889,1536,13,2,4,7,15.384615384615385,30.76923076923077,53.84615384615385,0.9839614460010255,0.10435969436140202
827,925,1163,16,7,4,5,43.75,25.0,31.25,1.0717300941124526,0.02446922798237361
830,870,1331,20,3,3,14,15.0,15.0,70.0,0.818808456222877,0.25468842405217385
830,1179,1650,20,13,1,6,65.0,5.0,30.0,0.7909873504355757,0.2800122858679105
830,1512,1806,15,11,3,1,73.33333333333333,20.0,6.666666666666667,0.7298712099831165,0.3356425942877741
831,1048,1176,15,0,5,10,0.0,33.33333333333333,66.66666666666666,0.6365141682948128,0.42061983571430506
836,1052,1082,18,2,4,12,11.11111111111111,22.22222222222222,66.66666666666666,0.8486855577264172,0.22749311428573993
837,1251,1755,11,7,1,3,63.63636363636363,9.090909090909092,27.27272727272727,0.8599672810355049,0.21722404718585797
838,1070,1339,13,3,2,8,23.076923076923077,15.384615384615385,61.53846153846154,0.9251290835720823,0.15791121843935296
838,1082,1835,17,17,0,0,100.0,0.0,0.0,0.0,1.0
838,1306,1409,20,19,1,0,95.0,5.0,0.0,0.1985152433458726,0.8193036384232145
842,1323,1759,17,0,17,0,0.0,100.0,0.0,0.0,1.0
844,1677,1798,15,7,2,6,46.666666666666664,13.333333333333334,40.0,0.9908353864438492,0.09810276412884722
845,1251,1833,17,15,1,1,88.23529411764706,5.88235294117647,5.88235294117647,0.44375728426014843,0.5960747127650169
848,1352,1386,16,0,7,9,0.0,43.75,56.25,0.6853142072764582,0.3762001259722926
848,1577,1811,18,0,4,14,0.0,22.22222222222222,77.77777777777779,0.5297061990576545,0.517840639030319
849,902,1744,14,10,1,3,71.42857142857143,7.142857142857142,21.428571428571427,0.7589367727620596,0.3091859789023951
850,1719,1816,19,0,13,6,0.0,68.42105263157895,31.57894736842105,0.6236548495681085,0.4323248920470484
852,1173,1509,19,0,19,0,0.0,100.0,0.0,0.0,1.0
854,985,1583,15,8,5,2,53.333333333333336,33.33333333333333,13.333333333333334,0.9701157839869381,0.11696255904524144
854,1379,1606,14,11,0,3,78.57142857142857,0.0,21.428571428571427,0.5195798391305154,0.5270580490589432
855,1461,1538,7,6,1,0,85.71428571428571,14.285714285714285,0.0,0.410116318288409,0.6266960396141128
857,905,1029,13,5,5,3,38.46153846153847,38.46153846153847,23.076923076923077,1.0733942812811266,0.022954419540997417
860,1358,1386,18,1,17,0,5.555555555555555,94.44444444444444,0.0,0.2145591551764051,0.8046998405265214
862,1245,1753,14,7,5,2,50.0,35.714285714285715,14.285714285714285,0.9922819748525739,0.09678602261444236
863,1104,1132,13,12,0,1,92.3076923076923,0.0,7.6923076923076925,0.2711893730418441,0.7531527948129749
864,1476,1660,17,11,5,1,64.70588235294117,29.411764705882355,5.88235294117647,0.8082699580001821,0.26428097852420795
865,1407,1853,18,0,18,0,0.0,100.0,0.0,0.0,1.0
871,926,1840,17,2,3,12,11.76470588235294,17.647058823529413,70.58823529411765,0.8037421073162029,0.26840240582907504
871,1182,1759,15,6,7,2,40.0,46.666666666666664,13.333333333333334,0.9908353864438492,0.09810276412884722
871,1656,1681,17,4,12,1,23.52941176470588,70.58823529411765,5.88235294117647,0.7529746827658885,0.31461290708958944
872,951,1853,15,10,5,0,66.66666666666666,33.33333333333333,0.0,0.6365141682948128,0.42061983571430506
876,1041,1258,16,8,3,5,50.0,18.75,31.25,1.0239287996389363,0.06797984129570867
878,1449,1613,18,1,1,16,5.555555555555555,5.555555555555555,88.88888888888889,0.4258484492385814,0.6123760369048357
885,1560,1668,17,16,0,1,94.11764705882352,0.0,5.88235294117647,0.22371807606583377,0.7963630314593915
886,920,1820,17,1,15,1,5.88235294117647,88.23529411764706,5.88235294117647,0.44375728426014843,0.5960747127650169
893,970,1175,13,5,4,4,38.46153846153847,30.76923076923077,30.76923076923077,1.0928305535284886,0.005262762122050013
893,1115,1158,16,0,2,14,0.0,12.5,87.5,0.37677016125643675,0.6570490198018722
897,943,1358,16,9,6,1,56.25,37.5,6.25,0.8647400965276372,0.21287964330346687
898,906,1359,18,0,17,1,0.0,94.44444444444444,5.555555555555555,0.2145591551764051,0.8046998405265214
901,1442,1772,15,14,1,0,93.33333333333333,6.666666666666667,0.0,0.24493002679463532,0.7770550818327606
904,909,1158,18,1,17,0,5.555555555555555,94.44444444444444,0.0,0.2145591551764051,0.8046998405265214
906,1350,1755,15,9,4,2,60.0,26.666666666666668,13.333333333333334,0.9276173343271816,0.15564631499637782
908,1032,1813,17,0,14,3,0.0,82.35294117647058,17.647058823529413,0.4659992569610426,0.5758291967350997
909,1146,1725,13,5,3,5,38.46153846153847,23.076923076923077,38.46153846153847,1.0733942812811266,0.022954419540997417
910,1592,1623,13,7,4,2,53.84615384615385,30.76923076923077,15.384615384615385,0.9839614460010255,0.10435969436140202
915,1066,1634,16,0,8,8,0.0,50.0,50.0,0.6931471805599453,0.3690702464285426
916,1156,1255,15,2,13,0,13.333333333333334,86.66666666666667,0.0,0.39267446722755217,0.6425722966346875
919,1154,1227,18,9,3,6,50.0,16.666666666666664,33.33333333333333,1.0114042647073518,0.07938016428569505
926,1365,1591,17,12,4,1,70.58823529411765,23.52941176470588,5.88235294117647,0.7529746827658885,0.31461290708958944
930,1544,1545,16,1,2,13,6.25,12.5,81.25,0.6019239717322894,0.45210518948224665
931,1328,1787,16,11,5,0,68.75,31.25,0.0,0.6210863745552451,0.4346628187563675
934,1248,1784,19,0,16,3,0.0,84.21052631578947,15.789473684210526,0.4361623253853443,0.6029879422574813
944,1274,1612,13,11,0,2,84.61538461538461,0.0,15.384615384615385,0.4293230219306162,0.6092133445447792
948,1222,1588,13,0,1,12,0.0,7.6923076923076925,92.3076923076923,0.2711893730418441,0.7531527948129749
949,1224,1572,17,2,8,7,11.76470588235294,47.05882352941176,41.17647058823529,0.9718487712358767,0.11538512607201346
952,1147,1450,15,6,2,7,40.0,13.333333333333334,46.666666666666664,0.9908353864438492,0.09810276412884722
952,1410,1419,13,1,11,1,7.6923076923076925,84.61538461538461,7.6923076923076925,0.5359610497090694,0.5121472286107087
955,1364,1815,17,1,4,12,5.88235294117647,23.52941176470588,70.58823529411765,0.7529746827658885,0.31461290708958944
956,1118,1807,13,3,9,1,23.076923076923077,69.23076923076923,7.6923076923076925,0.7902679680745903,0.2806670959118227
966,1308,1838,14,10,0,4,71.42857142857143,0.0,28.57142857142857,0.5982695885852573,0.45543155237179933
967,1466,1747,18,16,1,1,88.88888888888889,5.555555555555555,5.555555555555555,0.4258484492385814,0.6123760369048357
971,1196,1338,13,2,5,6,15.384615384615385,38.46153846153847,46.15384615384615,1.0123308391031736,0.07853675992423004
971,1302,1469,16,8,2,6,50.0,12.5,37.5,0.9743147528693494,0.11314049285708527
975,1428,1775,19,15,2,2,78.94736842105263,10.526315789473683,10.526315789473683,0.6605788876520756,0.39871518417755825
976,1230,1584,16,0,6,10,0.0,37.5,62.5,0.6615632381579821,0.39781918973433217
976,1445,1786,14,5,2,7,35.714285714285715,14.285714285714285,50.0,0.9922819748525739,0.09678602261444236
977,1375,1838,12,9,2,1,75.0,16.666666666666664,8.333333333333332,0.7214636866925115,0.34329545178566145
982,1530,1798,14,4,10,0,28.57142857142857,71.42857142857143,0.0,0.5982695885852573,0.45543155237179933
983,1507,1804,13,2,0,11,15.384615384615385,0.0,84.61538461538461,0.4293230219306162,0.6092133445447792
987,1702,1753,16,6,2,8,37.5,12.5,50.0,0.9743147528693494,0.11314049285708527
988,1125,1752,14,12,2,0,85.71428571428571,14.285714285714285,0.0,0.410116318288409,0.6266960396141128
989,1208,1255,18,17,1,0,94.44444444444444,5.555555555555555,0.0,0.2145591551764051,0.8046998405265214
992,1409,1606,18,0,0,18,0.0,0.0,100.0,0.0,1.0
994,1286,1488,15,4,11,0,26.666666666666668,73.33333333333333,0.0,0.5799151714181009,0.472138462859218
997,1029,1437,16,2,10,4,12.5,62.5,25.0,0.9002560512685369,0.1805516281271965
999,1064,1353,17,9,2,6,52.94117647058824,11.76470588235294,35.294117647058826,0.9560443809671457,0.12977090204753183
999,1315,1753,14,5,5,4,35.714285714285715,35.714285714285715,28.57142857142857,1.0933747175566466,0.004767442677901301
1000,1639,1799,14,0,12,2,0.0,85.71428571428571,14.285714285714285,0.410116318288409,0.6266960396141128
1003,1179,1756,14,13,1,0,92.85714285714286,7.142857142857142,0.0,0.25731864054383163,0.7657784796347136
1006,1337,1849,17,16,1,0,94.11764705882352,5.88235294117647,0.0,0.22371807606583377,0.7963630314593915
1008,1434,1748,16,6,1,9,37.5,6.25,56.25,0.8647400965276372,0.21287964330346687
1010,1151,1354,17,3,11,3,17.647058823529413,64.70588235294117,17.647058823529413,0.8938885362449964,0.1863475900777588
1012,1326,1401,16,3,9,4,18.75,56.25,25.0,0.9840865030829146,0.10424586249989909
1014,1390,1777,14,11,0,3,78.57142857142857,0.0,21.428571428571427,0.5195798391305154,0.5270580490589432
1017,1325,1550,14,13,1,0,92.85714285714286,7.142857142857142,0.0,0.25731864054383163,0.7657784796347136
1019,1032,1457,20,6,4,10,30.0,20.0,50.0,1.0296530140645737,0.06276943678387048
1021,1298,1494,14,4,1,9,28.57142857142857,7.142857142857142,64.28571428571429,0.8304717124362917,0.2440720707365246
1024,1471,1572,13,5,7,1,38.46153846153847,53.84615384615385,7.6923076923076925,0.8981370031878679,0.1824804688133298
1029,1113,1120,15,1,7,7,6.666666666666667,46.666666666666664,46.666666666666664,0.891867395317251,0.18818731183273363
1031,1416,1828,19,12,6,1,63.1578947368421,31.57894736842105,5.263157894736842,0.8092054732283177,0.2634294358664522
1034,1147,1658,17,0,17,0,0.0,100.0,0.0,0.0,1.0
1044,1480,1737,12,4,0,8,33.33333333333333,0.0,66.66666666666666,0.6365141682948128,0.42061983571430506
1045,1486,1664,11,6,0,5,54.54545454545454,0.0,45.45454545454545,0.6890092384766586,0.3728367636302601
1048,1178,1531,19,18,0,1,94.73684210526315,0.0,5.263157894736842,0.20619205063323187,0.8123159072950054
1059,1357,1424,8,1,6,1,12.5,75.0,12.5,0.7356219397587946,0.33040805446422084
1064,1398,1788,14,9,5,0,64.28571428571429,35.714285714285715,0.0,0.6517565611726531,0.4067456118092372
1064,1486,1661,13,2,9,2,15.384615384615385,69.23076923076923,15.384615384615385,0.8305178252872478,0.24403009701073275
1065,1346,1676,16,4,2,10,25.0,12.5,62.5,0.9002560512685369,0.1805516281271965
1066,1407,1763,17,16,0,1,94.11764705882352,0.0,5.88235294117647,0.22371807606583377,0.7963630314593915
1068,1235,1782,11,1,9,1,9.090909090909092,81.81818181818183,9.090909090909092,0.6001660731596457,0.4537052977194983
1075,1485,1723,15,12,3,0,80.0,20.0,0.0,0.5004024235381879,0.5445140849964047
1086,1332,1553,9,0,0,9,0.0,0.0,100.0,0.0,1.0
1088,1427,1735,15,2,12,1,13.333333333333334,80.0,6.666666666666667,0.6277052571971504,0.42863805213926576
1093,1478,1697,11,2,2,7,18.181818181818183,18.181818181818183,63.63636363636363,0.9075352941050093,0.17392577575729695
1098,1200,1438,15,1,6,8,6.666666666666667,40.0,53.333333333333336,0.8823109245150755,0.19688598642498778
1099,1757,1835,11,11,0,0,100.0,0.0,0.0,0.0,1.0
1100,1576,1791,14,3,4,7,21.428571428571427,28.57142857142857,50.0,1.0346012329101812,0.05826537388866426
1101,1255,1705,14,4,6,4,28.57142857142857,42.857142857142854,28.57142857142857,1.0789922078775833,0.017858967165124917
1114,1254,1371,20,2,8,10,10.0,40.0,50.0,0.9433483923290392,0.14132728892674506
1116,1395,1515,15,7,4,4,46.666666666666664,26.666666666666668,26.666666666666668,1.0606018056124555,0.034598632700291176
1118,1822,1826,15,0,1,14,0.0,6.666666666666667,93.33333333333333,0.24493002679463532,0.7770550818327606
1123,1438,1719,18,0,0,18,0.0,0.0,100.0,0.0,1.0
1128,1324,1658,12,2,1,9,16.666666666666664,8.333333333333332,75.0,0.7214636866925115,0.34329545178566145
1131,1537,1568,11,2,9,0,18.181818181818183,81.81818181818183,0.0,0.47413931305783735,0.5684197983688541
1135,1250,1555,18,14,2,2,77.77777777777779,11.11111111111111,11.11111111111111,0.6837389058487535,0.3776340271255506
1147,1589,1662,14,4,4,6,28.57142857142857,28.57142857142857,42.857142857142854,1.0789922078775833,0.017858967165124917
1148,1249,1377,17,4,11,2,23.52941176470588,64.70588235294117,11.76470588235294,0.8739004142690673,0.20454156276685143
1151,1292,1710,16,2,0,14,12.5,0.0,87.5,0.37677016125643675,0.6570490198018722
1160,1220,1463,15,0,1,14,0.0,6.666666666666667,93.33333333333333,0.24493002679463532,0.7770550818327606
1160,1381,1453,13,5,6,2,38.46153846153847,46.15384615384615,15.384615384615385,1.0123308391031736,0.07853675992423004
1161,1754,1814,16,6,8,2,37.5,50.0,12.5,0.9743147528693494,0.11314049285708527
1165,1337,1729,17,11,5,1,64.70588235294117,29.411764705882355,5.88235294117647,0.8082699580001821,0.26428097852420795
1184,1655,1817,20,6,12,2,30.0,60.0,10.0,0.8979457248567798,0.18265457785348993
1201,1284,1639,19,4,13,2,21.052631578947366,68.42105263157895,10.526315789473683,0.8246593237664704,0.24936273490419725
1224,1455,1460,19,15,1,3,78.94736842105263,5.263157894736842,15.789473684210526,0.6330395116644678,0.42378260447830407
1226,1504,1771,20,13,5,2,65.0,25.0,10.0,0.8568409950394724,0.22006971533310082
1228,1655,1661,12,8,3,1,66.66666666666666,25.0,8.333333333333332,0.8239592165010823,0.25
1229,1292,1547,16,6,3,7,37.5,18.75,43.75,1.0433534269422904,0.05029878356158923
1231,1527,1797,12,2,7,3,16.666666666666664,58.333333333333336,25.0,0.9596147939120492,0.1265209721298245
1236,1471,1755,14,5,2,7,35.714285714285715,14.285714285714285,50.0,0.9922819748525739,0.09678602261444236
1239,1727,1828,17,4,5,8,23.52941176470588,29.411764705882355,47.05882352941176,1.0551016181686426,0.03960511906545017
1242,1462,1796,13,6,4,3,46.15384615384615,30.76923076923077,23.076923076923077,1.0579054247036734,0.03705298437339244
1245,1349,1616,13,2,6,5,15.384615384615385,46.15384615384615,38.46153846153847,1.0123308391031736,0.07853675992423004
1247,1319,1320,16,1,0,15,6.25,0.0,93.75,0.2337916587064593,0.787193661387227
1261,1386,1584,19,2,0,17,10.526315789473683,0.0,89.47368421052632,0.336495757583516,0.6937083618539687
1271,1386,1388,16,1,12,3,6.25,75.0,18.75,0.7029189307735104,0.3601756160713565
1271,1405,1510,17,6,5,6,35.294117647058826,29.411764705882355,35.294117647058826,1.0950778621205006,0.0032171736872651513
1272,1634,1748,19,7,10,2,36.84210526315789,52.63157894736842,10.526315789473683,0.9426749615639384,0.14194027202555715
1275,1336,1800,14,7,4,3,50.0,28.57142857142857,21.428571428571427,1.0346012329101812,0.05826537388866426
1276,1429,1813,20,6,13,1,30.0,65.0,5.0,0.7909873504355757,0.2800122858679105
1295,1438,1584,17,4,12,1,23.52941176470588,70.58823529411765,5.88235294117647,0.7529746827658885,0.31461290708958944
1301,1378,1507,17,7,4,6,41.17647058823529,23.52941176470588,35.294117647058826,1.073383620336505,0.022964123550984872
1303,1426,1576,17,3,2,12,17.647058823529413,11.76470588235294,70.58823529411765,0.8037421073162029,0.26840240582907504
1304,1360,1524,12,0,2,10,0.0,16.666666666666664,83.33333333333334,0.45056120886630463,0.589881513693482
1305,1393,1790,18,3,15,0,16.666666666666664,83.33333333333334,0.0,0.45056120886630463,0.589881513693482
1311,1552,1819,14,8,2,4,57.14285714285714,14.285714285714285,28.57142857142857,0.9556998911125343,0.13008447022637415
1330,1568,1777,15,7,1,7,46.666666666666664,6.666666666666667,46.666666666666664,0.891867395317251,0.18818731183273363
1343,1371,1434,12,1,5,6,8.333333333333332,41.66666666666667,50.0,0.9184277849930976,0.16401100327528362
1344,1379,1559,21,1,0,20,4.761904761904762,0.0,95.23809523809523,0.19144408195771734,0.8257400868965226
1348,1558,1776,20,17,1,2,85.0,5.0,10.0,0.5181862130502128,0.5283265821844847
1349,1805,1828,20,7,3,10,35.0,15.0,50.0,0.9985793315873921,0.09105392149034808
1356,1374,1686,19,5,2,12,26.31578947368421,10.526315789473683,63.1578947368421,0.8785250991271565,0.20033199319823147
1371,1708,1719,19,2,15,2,10.526315789473683,78.94736842105263,10.526315789473683,0.6605788876520756,0.39871518417755825
1379,1472,1699,14,6,4,4,42.857142857142854,28.57142857142857,28.57142857142857,1.0789922078775833,0.017858967165124917
1391,1416,1477,18,1,3,14,5.555555555555555,16.666666666666664,77.77777777777779,0.6546695645285008,0.4040940818874491
1395,1772,1820,12,10,0,2,83.33333333333334,0.0,16.666666666666664,0.45056120886630463,0.589881513693482
1411,1431,1801,14,2,2,10,14.285714285714285,14.285714285714285,71.42857142857143,0.796311640173813,0.27516590849424016
1413,1514,1533,18,5,11,2,27.77777777777778,61.111111111111114,11.11111111111111,0.900908873225472,0.17995740397399096
1428,1544,1664,16,6,2,8,37.5,12.5,50.0,0.9743147528693494,0.11314049285708527
1432,1670,1810,16,4,4,8,25.0,25.0,50.0,1.0397207708399179,0.05360536964281404
1434,1482,1755,16,4,12,0,25.0,75.0,0.0,0.5623351446188083,0.4881404928570853
1443,1740,1745,13,1,4,8,7.6923076923076925,30.76923076923077,61.53846153846154,0.8587409130062869,0.21834033547233322
1464,1698,1710,17,11,1,5,64.70588235294117,5.88235294117647,29.411764705882355,0.8082699580001821,0.26428097852420795
1480,1616,1802,14,2,10,2,14.285714285714285,71.42857142857143,14.285714285714285,0.796311640173813,0.27516590849424016
1483,1641,1792,19,2,7,10,10.526315789473683,36.84210526315789,52.63157894736842,0.9426749615639384,0.14194027202555715
1492,1723,1810,15,1,8,6,6.666666666666667,53.333333333333336,40.0,0.8823109245150755,0.19688598642498778
1520,1609,1696,17,0,6,11,0.0,35.294117647058826,64.70588235294117,0.649248354870898,0.40902867957356737
1538,1654,1757,17,5,0,12,29.411764705882355,0.0,70.58823529411765,0.605797499372304,0.44857935267888205
1542,1698,1804,19,0,0,19,0.0,0.0,100.0,0.0,1.0
1546,1639,1696,16,13,3,0,81.25,18.75,0.0,0.48257756517701206,0.5607389702858143
1749,1751,1820,12,3,2,7,25.0,16.666666666666664,58.333333333333336,0.9596147939120492,0.1265209721298245
